element_type,total_points,gw,prev_total_points,prev_goals_scored,prev_assists,prev_minutes,prev_goals_conceded,prev_creativity,prev_influence,prev_threat,prev_bonus,prev_ict_index,prev_clean_sheets,prev_cards_per_90,prev_points_per_90,prev_season_played,matches,current_total_points,current_goals_scored,current_assists,current_minutes,current_goals_conceded,current_creativity,current_influence,current_threat,current_bonus,current_ict_index,current_clean_sheets,current_cards_per_90,current_points_per_90
2,96,30,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,80,2,6,1628,25,505.5,344.2,431.0,5,127.7,7,0.06,4.42
2,96,31,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,82,2,6,1718,28,532.6,361.4,449.0,5,133.9,7,0.05,4.3
2,96,32,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,83,2,6,1789,34,549.5,371.4,457.0,5,137.4,7,0.1,4.18
2,96,33,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,84,2,6,1818,34,549.5,371.4,457.0,5,137.4,7,0.1,4.16
2,96,34,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,86,2,6,1883,37,561.1,378.8,474.0,5,141.0,7,0.1,4.11
2,96,35,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,87,2,6,1894,37,561.1,378.8,474.0,5,141.0,7,0.1,4.13
2,96,36,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,88,2,6,1922,38,566.5,381.4,487.0,5,143.1,7,0.09,4.12
2,96,37,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,93,2,7,1996,40,627.1,408.0,508.0,5,153.9,7,0.09,4.19
2,96,38,99.0,5.0,9.0,1259.0,11.0,343.6,346.6,382.0,8.0,106.9,9.0,0.21,7.08,True,1,96,2,7,2062,40,627.1,408.0,508.0,5,153.9,8,0.09,4.19
3,0,1,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,2,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,3,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,4,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,5,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,6,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,8,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,9,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,10,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,11,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,12,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,13,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,14,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,15,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,16,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,17,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,18,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,19,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,20,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,21,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,22,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,23,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,24,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,25,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,26,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,27,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,28,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,29,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,30,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,31,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,32,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,33,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,34,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,35,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,36,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,37,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
3,0,38,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
1,94,1,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,24,0,8.0,7.0,6.0,0,2.1,0,0.0,0.0
1,94,2,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,5,0,1,35,0,36.3,27.4,6.0,0,7.0,0,0.0,0.0
1,94,3,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,17,0,2,110,0,77.2,61.4,12.0,3,15.1,1,0.0,0.0
1,94,4,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,23,0,2,183,0,78.6,67.8,24.0,3,17.1,2,0.0,0.0
1,94,5,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,24,0,2,273,1,127.4,81.4,32.0,3,24.1,2,0.33,7.91
1,94,6,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,25,0,2,279,1,127.4,83.8,32.0,3,24.3,2,0.32,8.06
1,94,8,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,27,0,3,333,3,175.2,106.4,50.0,3,33.1,2,0.54,7.3
1,94,9,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,28,0,3,403,6,189.9,109.8,54.0,3,35.3,2,0.45,6.25
1,94,10,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,29,0,3,413,6,190.4,109.8,58.0,3,35.6,2,0.44,6.32
1,94,11,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,37,0,3,503,6,252.4,131.6,94.0,5,47.6,3,0.36,6.62
1,94,12,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,38,0,3,591,8,259.0,143.4,104.0,5,50.4,3,0.3,5.79
1,94,13,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,39,0,3,620,8,273.2,149.8,121.0,5,54.2,3,0.29,5.66
1,94,14,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,43,0,4,647,8,302.5,170.2,129.0,5,60.0,3,0.28,5.98
1,94,15,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,44,0,4,737,10,372.2,187.4,174.0,5,73.2,3,0.24,5.37
1,94,16,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,45,0,4,827,13,378.7,199.8,176.0,5,75.3,3,0.22,4.9
1,94,17,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,46,0,4,917,15,410.4,220.8,182.0,5,81.2,3,0.2,4.51
1,94,18,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,47,0,4,1004,17,423.9,227.0,192.0,5,84.2,3,0.18,4.21
1,94,19,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,57,0,5,1089,17,444.0,259.2,198.0,6,90.0,4,0.17,4.71
1,94,20,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,2,59,0,5,1171,20,445.4,271.4,203.0,6,91.8,4,0.15,4.53
1,94,21,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,65,0,5,1261,20,459.2,285.4,207.0,6,95.0,5,0.14,4.64
1,94,22,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,70,0,5,1339,20,488.0,292.8,211.0,6,99.0,6,0.2,4.71
1,94,23,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,71,0,5,1413,23,512.9,298.2,232.0,6,104.1,6,0.19,4.52
1,94,24,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,71,0,5,1425,23,513.2,298.2,232.0,6,104.1,6,0.25,4.48
1,94,25,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,71,0,5,1425,23,513.2,298.2,232.0,6,104.1,6,0.25,4.48
1,94,26,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,73,0,5,1515,24,534.0,310.2,264.0,6,110.6,6,0.24,4.34
1,94,27,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,73,0,5,1515,24,534.0,310.2,264.0,6,110.6,6,0.24,4.34
1,94,28,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,79,1,5,1568,27,548.8,350.4,287.0,6,118.4,6,0.23,4.53
1,94,29,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,81,1,5,1658,28,566.5,364.8,298.0,6,122.7,6,0.22,4.4
1,94,30,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,85,1,6,1748,29,602.2,411.8,317.0,6,132.9,6,0.26,4.38
1,94,31,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,88,1,7,1838,32,643.7,433.6,341.0,6,141.6,6,0.29,4.31
1,94,32,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,87,1,7,1928,38,654.4,448.6,342.0,6,144.3,6,0.28,4.06
1,94,33,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,88,1,7,2004,40,654.4,448.6,342.0,6,144.3,6,0.27,3.95
1,94,34,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,92,1,8,2093,43,680.9,491.0,348.0,6,151.8,6,0.26,3.96
1,94,35,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,92,1,8,2093,43,680.9,491.0,348.0,6,151.8,6,0.26,3.96
1,94,36,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,93,1,8,2094,43,695.7,495.2,348.0,6,153.7,6,0.26,4.0
1,94,37,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,94,1,8,2099,44,696.8,495.4,348.0,6,153.8,6,0.26,4.03
1,94,38,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,94,1,8,2099,44,696.8,495.4,348.0,6,153.8,6,0.26,4.03
2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,4,0,7.3,2.0,0.0,0,0.9,0,0.0,0.0
2,14,1,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,2,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,3,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,4,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,5,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,6,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,8,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,9,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,10,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,11,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,12,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,13,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,14,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,15,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,16,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,14,17,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
